Location,Time,PopMale,PopFemale,PopTotal,PopDensity
bra,2009,95674.549,98211.956,193886.505,23.197
bra,2010,96536.269,99177.368,195713.637,23.416
bra,2011,97385.186,100129.355,197514.541,23.631
bra,2012,98220.331,101066.961,199287.292,23.843
bra,2013,99043.431,101992.473,201035.904,24.053
bra,2014,99855.752,102907.992,202763.744,24.259
bra,2015,100657.516,103814.243,204471.759,24.464
bra,2016,101450.192,104712.864,206163.056,24.666
bra,2017,102232.088,105601.737,207833.825,24.866
bra,2018,102996.239,106473.081,209469.32,25.062
bra,2019,103733.16,107316.359,211049.519,25.251
bra,2020,104435.783,108123.626,212559.409,25.431
bra,2021,105101.516,108891.925,213993.441,25.603
bra,2022,105731.316,109622.272,215353.588,25.766
brn,1998,163.322,155.813,319.135,60.557
brn,1999,165.879,160.335,326.214,61.9
brn,2000,168.75,164.416,333.166,63.219
brn,2001,172.015,168.022,340.037,64.523
brn,2002,175.598,171.179,346.777,65.802
brn,2003,179.343,173.952,353.295,67.039
brn,2004,183.005,176.429,359.434,68.204
brn,2005,186.429,178.683,365.112,69.281
brn,2006,189.534,180.728,370.262,70.258
brn,2007,192.399,182.568,374.967,71.151
brn,2008,195.119,184.299,379.418,71.996
brn,2009,197.855,186.047,383.902,72.847
brn,2010,200.719,187.915,388.634,73.745
brn,2011,203.743,189.944,393.687,74.703
brn,2012,206.87,192.127,398.997,75.711
brn,2013,209.997,194.417,404.414,76.739
brn,2014,213.022,196.756,409.778,77.757
brn,2015,215.828,199.086,414.914,78.731
brn,2016,218.376,201.415,419.791,79.657
brn,2017,220.728,203.753,424.481,80.547
brn,2018,222.904,206.056,428.96,81.397
brn,2019,224.982,208.314,433.296,82.219
brn,2020,226.987,210.496,437.483,83.014
brn,2021,228.948,212.584,441.532,83.782
brn,2022,230.851,214.578,445.429,84.522
bgr,1998,3971.471,4166.198,8137.669,74.96
bgr,1999,3933.936,4133.069,8067.005,74.309
bgr,2000,3897.696,4100.255,7997.951,73.673
bgr,2001,3862.849,4067.851,7930.7,73.054
bgr,2002,3829.864,4036.378,7866.242,72.46
bgr,2003,3798.597,4005.709,7804.306,71.889
bgr,2004,3768.917,3975.713,7744.63,71.34
bgr,2005,3740.652,3946.312,7686.964,70.808
bgr,2006,3713.683,3917.337,7631.02,70.293
bgr,2007,3687.869,3888.806,7576.675,69.793
bgr,2008,3663.043,3861.041,7524.084,69.308
bgr,2009,3639.026,3834.483,7473.509,68.842
bgr,2010,3615.632,3809.379,7425.011,68.395
bgr,2011,3592.795,3785.857,7378.652,67.968
bgr,2012,3570.364,3763.643,7334.007,67.557
bgr,2013,3547.961,3742.131,7290.092,67.153
bgr,2014,3525.157,3720.491,7245.648,66.743
bgr,2015,3501.634,3698.105,7199.739,66.32
bgr,2016,3477.208,3674.74,7151.948,65.88
bgr,2017,3451.943,3650.509,7102.452,65.424
bgr,2018,3426.089,3625.521,7051.61,64.956
bgr,2019,3400.054,3600.063,7000.117,64.482
bgr,2020,3374.121,3574.324,6948.445,64.006
bgr,2021,3348.364,3548.291,6896.655,63.529
bgr,2022,3322.705,3521.886,6844.591,63.049
bfa,1998,5381.021,5587.701,10968.722,40.09
bfa,1999,5538.2,5744.496,11282.696,41.238
bfa,2000,5701.662,5906.289,11607.951,42.427
bfa,2001,5871.499,6073.09,11944.589,43.657
bfa,2002,6047.905,6245.192,12293.097,44.931
bfa,2003,6231.414,6423.21,12654.624,46.252
bfa,2004,6422.637,6607.939,13030.576,47.626
bfa,2005,6622.003,6799.932,13421.935,49.057
bfa,2006,6829.728,6999.445,13829.173,50.545
bfa,2007,7045.686,7206.343,14252.029,52.091
bfa,2008,7269.411,7420.314,14689.725,53.691
bfa,2009,7500.236,7640.862,15141.098,55.34
bfa,2010,7737.619,7867.592,15605.211,57.037
bfa,2011,7981.454,8100.461,16081.915,58.779
bfa,2012,8231.729,8339.523,16571.252,60.567
bfa,2013,8488.213,8584.578,17072.791,62.401
bfa,2014,8750.631,8835.398,17586.029,64.276
bfa,2015,9018.772,9091.844,18110.616,66.194
bfa,2016,9292.515,9353.835,18646.35,68.152
bfa,2017,9571.848,9621.388,19193.236,70.151
bfa,2018,9856.874,9894.592,19751.466,72.191
bfa,2019,10147.774,10173.609,20321.383,74.274
bfa,2020,10444.713,10458.565,20903.278,76.401
bfa,2021,10747.651,10749.446,21497.097,78.571
bfa,2022,11056.571,11046.267,22102.838,80.785
bdi,1998,3029.76,3155.804,6185.564,240.871
bdi,1999,3073.615,3193.517,6267.132,244.047
bdi,2000,3131.928,3246.943,6378.871,248.398
bdi,2001,3206.898,3318.648,6525.546,254.11
bdi,2002,3297.229,3406.889,6704.118,261.064
bdi,2003,3400.372,3508.789,6909.161,269.048
bdi,2004,3512.136,3619.552,7131.688,277.714
bdi,2005,3629.307,3735.55,7364.857,286.793
bdi,2006,3751.517,3856.333,7607.85,296.256
bdi,2007,3879.444,3982.782,7862.226,306.161
bdi,2008,4012.093,4114.011,8126.104,316.437
bdi,2009,4148.462,4249.199,8397.661,327.012
bdi,2010,4287.851,4387.755,8675.606,337.835
bdi,2011,4429.454,4528.952,8958.406,348.848
bdi,2012,4573.301,4672.691,9245.992,360.046
bdi,2013,4720.469,4819.833,9540.302,371.507
bdi,2014,4872.574,4971.727,9844.301,383.345
bdi,2015,5030.735,5129.299,10160.034,395.64
bdi,2016,5195.257,5292.745,10488.002,408.411
bdi,2017,5365.496,5461.514,10827.01,421.613
bdi,2018,5540.53,5634.849,11175.379,435.178
bdi,2019,5718.988,5811.589,11530.577,449.01
bdi,2020,5899.864,5990.917,11890.781,463.037
bdi,2021,6082.857,6172.572,12255.429,477.236
bdi,2022,6268.146,6356.699,12624.845,491.622
cpv,1998,198.314,214.199,412.513,102.361
cpv,1999,202.166,218.29,420.456,104.332
cpv,2000,206.009,222.169,428.178,106.248
cpv,2001,209.845,225.856,435.701,108.114
cpv,2002,213.64,229.315,442.955,109.914
cpv,2003,217.434,232.491,449.925,111.644
cpv,2004,221.301,235.318,456.619,113.305
cpv,2005,225.288,237.746,463.034,114.897
cpv,2006,229.42,239.751,469.171,116.42
cpv,2007,233.675,241.392,475.067,117.883
cpv,2008,237.959,242.887,480.846,119.317
cpv,2009,242.121,244.546,486.667,120.761
cpv,2010,246.066,246.578,492.644,122.244
cpv,2011,249.767,249.091,498.858,123.786
cpv,2012,253.247,251.994,505.241,125.37
cpv,2013,256.559,255.181,511.74,126.983
cpv,2014,259.819,258.457,518.276,128.604
cpv,2015,263.07,261.67,524.74,130.208
cpv,2016,266.349,264.791,531.14,131.797
cpv,2017,269.626,267.873,537.499,133.374
cpv,2018,272.866,270.898,543.764,134.929
cpv,2019,276.036,273.9,549.936,136.461
cpv,2020,279.117,276.871,555.988,137.962
cpv,2021,282.095,279.806,561.901,139.43
cpv,2022,284.981,282.695,567.676,140.863
khm,1998,5638.164,5962.346,11600.51,65.718
khm,1999,5777.508,6108.956,11886.464,67.338
khm,2000,5907.47,6247.771,12155.241,68.86
khm,2001,6027.167,6378.244,12405.411,70.278
khm,2002,6137.222,6500.497,12637.719,71.594
khm,2003,6240.51,6615.661,12856.171,72.831
khm,2004,6341.054,6725.421,13066.475,74.023
khm,2005,6442.005,6831.35,13273.355,75.195
khm,2006,6544.217,6933.488,13477.705,76.352
khm,2007,6647.523,7032.43,13679.953,77.498
khm,2008,6752.825,7131.01,13883.835,78.653
khm,2009,6860.848,7232.757,14093.605,79.841
khm,2010,6972.05,7340.155,14312.205,81.08
khm,2011,7087.005,7454.416,14541.421,82.378
khm,2012,7205.612,7574.842,14780.454,83.732
khm,2013,7326.766,7699.564,15026.33,85.125
khm,2014,7448.809,7825.697,15274.506,86.531
khm,2015,7570.441,7950.994,15521.435,87.93
khm,2016,7691.291,8074.999,15766.29,89.317
khm,2017,7811.386,8198.027,16009.413,90.695
khm,2018,7930.228,8319.567,16249.795,92.056
khm,2019,8047.364,8439.178,16486.542,93.398
khm,2020,8162.424,8556.547,16718.971,94.714
khm,2021,8275.136,8671.31,16946.446,96.003
khm,2022,8385.341,8783.294,17168.635,97.262
cmr,1998,7328.153,7395.619,14723.772,31.148
cmr,1999,7521.864,7590.734,15112.598,31.97
cmr,2000,7722.267,7791.677,15513.944,32.819
cmr,2001,7929.955,7998.955,15928.91,33.697
cmr,2002,8144.931,8212.674,16357.605,34.604
cmr,2003,8367.62,8433.249,16800.869,35.542
cmr,2004,8598.312,8661.01,17259.322,36.511
cmr,2005,8837.179,8896.229,17733.408,37.514
cmr,2006,9084.551,9139.126,18223.677,38.551
cmr,2007,9340.473,9389.81,18730.283,39.623
cmr,2008,9604.452,9648.222,19252.674,40.728
cmr,2009,9875.76,9914.162,19789.922,41.865
cmr,2010,10153.792,10187.444,20341.236,43.031
cmr,2011,10438.338,10468.054,20906.392,44.227
cmr,2012,10729.397,10755.87,21485.267,45.451
cmr,2013,11026.877,11050.423,22077.3,46.704
cmr,2014,11330.73,11351.123,22681.853,47.983
cmr,2015,11640.88,11657.496,23298.376,49.287
cmr,2016,11957.213,11969.336,23926.549,50.616
cmr,2017,12279.497,12286.573,24566.07,51.969
cmr,2018,12607.251,12609.01,25216.261,53.344
cmr,2019,12939.928,12936.459,25876.387,54.741
cmr,2020,13277.075,13268.789,26545.864,56.157
cmr,2021,13618.435,13605.827,27224.262,57.592
cmr,2022,13964.025,13947.519,27911.544,59.046
can,1998,14866.123,15155.955,30022.078,3.301
can,1999,15007.918,15294.593,30302.511,3.332
can,2000,15152.318,15436.061,30588.379,3.364
can,2001,15299.307,15580.765,30880.072,3.396
can,2002,15449.335,15728.925,31178.26,3.429
can,2003,15605.073,15882.973,31488.046,3.463
can,2004,15769.779,16045.711,31815.49,3.499
can,2005,15945.444,16218.869,32164.313,3.537
can,2006,16133.439,16403.555,32536.994,3.578
can,2007,16332.207,16598.588,32930.795,3.621
can,2008,16537.195,16800.443,33337.638,3.666
can,2009,16741.973,17004.12,33746.093,3.711
can,2010,16941.808,17205.758,34147.566,3.755
can,2011,17134.966,17404.19,34539.156,3.798
can,2012,17322.343,17599.688,34922.031,3.84
can,2013,17505.031,17791.504,35296.535,3.882
can,2014,17685.123,17979.215,35664.338,3.922
can,2015,17864.138,18162.53,36026.668,3.962
can,2016,18042.095,18340.847,36382.942,4.001
can,2017,18218.176,18513.915,36732.091,4.039
can,2018,18392.121,18682.437,37074.558,4.077
can,2019,18563.538,18847.5,37411.038,4.114
can,2020,18732.178,19009.979,37742.157,4.15
can,2021,18897.902,19170.011,38067.913,4.186
can,2022,19060.905,19327.511,38388.416,4.222
caf,1998,1713.183,1762.302,3475.485,5.579
caf,1999,1754.016,1804.003,3558.019,5.711
caf,2000,1795.023,1845.398,3640.421,5.844
caf,2001,1835.903,1886.113,3722.016,5.975
caf,2002,1876.287,1925.842,3802.129,6.103
caf,2003,1916.297,1964.888,3881.185,6.23
caf,2004,1956.164,2003.719,3959.883,6.356
caf,2005,1995.878,2042.502,4038.38,6.482
caf,2006,2036.099,2081.976,4118.075,6.61
caf,2007,2076.368,2121.636,4198.004,6.739
caf,2008,2114.319,2159.049,4273.368,6.86
caf,2009,2146.735,2190.888,4337.623,6.963
caf,2010,2171.641,2215.124,4386.765,7.042
caf,2011,2187.973,2230.666,4418.639,7.093
caf,2012,2197.286,2239.125,4436.411,7.121
caf,2013,2203.461,2244.484,4447.945,7.14
caf,2014,2211.896,2252.275,4464.171,7.166
caf,2015,2226.565,2266.606,4493.171,7.212
caf,2016,2248.836,2288.847,4537.683,7.284
caf,2017,2277.876,2318.147,4596.023,7.377
caf,2018,2312.82,2353.555,4666.375,7.49
caf,2019,2351.973,2393.206,4745.179,7.617
caf,2020,2394.042,2435.722,4829.764,7.753
caf,2021,2438.968,2481.019,4919.987,7.898
caf,2022,2487.157,2529.521,5016.678,8.053
tcd,1998,3864.965,3905.088,7770.053,6.171
tcd,1999,4007.317,4046.215,8053.532,6.396
tcd,2000,4158.93,4196.724,8355.654,6.636
tcd,2001,4320.595,4357.454,8678.049,6.892
tcd,2002,4491.58,4527.646,9019.226,7.163
tcd,2003,4669.285,4704.628,9373.913,7.444
tcd,2004,4850.103,4884.658,9734.761,7.731
tcd,2005,5031.496,5065.134,10096.63,8.018
tcd,2006,5212.28,5244.842,10457.122,8.305
tcd,2007,5393.329,5424.702,10818.031,8.591
tcd,2008,5576.712,5606.877,11183.589,8.882
tcd,2009,5765.507,5794.635,11560.142,9.181
tcd,2010,5961.893,5990.241,11952.134,9.492
tcd,2011,6166.545,6194.441,12360.986,9.817
tcd,2012,6378.518,6406.23,12784.748,10.153
tcd,2013,6596.372,6624.061,13220.433,10.499
tcd,2014,6817.947,6845.615,13663.562,10.851
tcd,2015,7041.734,7069.237,14110.971,11.206
tcd,2016,7267.235,7294.423,14561.658,11.564
tcd,2017,7495.003,7521.758,15016.761,11.926
tcd,2018,7725.723,7752.004,15477.727,12.292
tcd,2019,7960.522,7986.36,15946.882,12.664
tcd,2020,8200.17,8225.689,16425.859,13.045
tcd,2021,8444.82,8470.165,16914.985,13.433
tcd,2022,8694.145,8719.429,17413.574,13.829
chl,1998,7367.716,7610.02,14977.736,20.144
chl,1999,7459.342,7703.459,15162.801,20.393
chl,2000,7548.165,7794.185,15342.35,20.634
chl,2001,7634.046,7882.066,15516.112,20.868
chl,2002,7717.131,7967.282,15684.413,21.094
chl,2003,7798.637,8051.012,15849.649,21.317
chl,2004,7880.156,8134.816,16014.972,21.539
chl,2005,7962.875,8219.838,16182.713,21.765
chl,2006,8047.644,8306.863,16354.507,21.996
chl,2007,8134.41,8395.791,16530.201,22.232
chl,2008,8222.344,8485.911,16708.255,22.471
chl,2009,8310.124,8576.06,16886.184,22.711
chl,2010,8397.001,8665.53,17062.531,22.948
chl,2011,8481.053,8752.531,17233.584,23.178
chl,2012,8562.87,8837.489,17400.359,23.402
chl,2013,8647.028,8924.483,17571.511,23.632
chl,2014,8739.824,9019.145,17758.969,23.885
chl,2015,8844.8,9124.556,17969.356,24.168
chl,2016,8965.258,9243.814,18209.072,24.49
chl,2017,9097.252,9373.183,18470.435,24.841
chl,2018,9228.416,9500.75,18729.166,25.189
chl,2019,9341.774,9610.261,18952.035,25.489
chl,2020,9425.669,9690.54,19116.209,25.71
chl,2021,9475.34,9737.022,19212.362,25.839
chl,2022,9495.704,9754.488,19250.192,25.89
chn,1998,652586.59,619395.759,1271982.349,135.487
chn,1999,657496.739,624018.094,1281514.833,136.503
chn,2000,662187.757,628363.01,1290550.767,137.465
chn,2001,666683.342,632446.405,1299129.747,138.379
chn,2002,671028.743,636323.513,1307352.256,139.255
chn,2003,675255.679,640047.843,1315303.522,140.102
chn,2004,679398.856,643685.783,1323084.639,140.93
chn,2005,683485.9,647290.48,1330776.38,141.75
chn,2006,687528.851,650879.793,1338408.644,142.563
chn,2007,691533.479,654460.412,1345993.891,143.371
chn,2008,695511.018,658058.462,1353569.48,144.178
chn,2009,699470.312,661699.098,1361169.41,144.987
chn,2010,703414.019,665396.585,1368810.604,145.801
chn,2011,707339.988,669157.645,1376497.633,146.62
chn,2012,711236.631,672969.777,1384206.408,147.441
chn,2013,715082.615,676800.72,1391883.335,148.259
chn,2014,718849.365,680604.601,1399453.966,149.065
chn,2015,722508.006,684339.862,1406847.868,149.853
chn,2016,726052.413,687996.94,1414049.353,150.62
chn,2017,729462.38,691559.414,1421021.794,151.362
chn,2018,732677.783,694970.006,1427647.789,152.068
chn,2019,735624.259,698159.433,1433783.692,152.722
chn,2020,738247.34,701076.434,1439323.774,153.312
chn,2021,740521.76,703694.342,1444216.102,153.833
chn,2022,742454.663,706016.741,1448471.404,154.286
hkg,1998,3183.475,3233.521,6416.996,6111.425
hkg,1999,3222.331,3300.13,6522.461,6211.868
hkg,2000,3249.716,3356.612,6606.328,6291.741
hkg,2001,3263.778,3400.997,6664.775,6347.405
hkg,2002,3266.55,3435.221,6701.771,6382.639
hkg,2003,3261.929,3462.758,6724.687,6404.464
hkg,2004,3255.69,3488.873,6744.563,6423.393
hkg,2005,3252.142,3517.437,6769.579,6447.218
hkg,2006,3252.53,3549.553,6802.083,6478.174
hkg,2007,3255.901,3584.116,6840.017,6514.302
hkg,2008,3261.767,3620.094,6881.861,6554.153
hkg,2009,3268.908,3655.734,6924.642,6594.897
hkg,2010,3276.527,3689.797,6966.324,6634.594
hkg,2011,3284.622,3721.976,7006.598,6672.95
hkg,2012,3293.814,3753.033,7046.847,6711.283
hkg,2013,3304.612,3784.168,7088.78,6751.219
hkg,2014,3317.669,3816.999,7134.668,6794.922
hkg,2015,3333.368,3852.624,7185.992,6843.802
hkg,2016,3352.028,3891.513,7243.541,6898.61
hkg,2017,3373.289,3933.026,7306.315,6958.395
hkg,2018,3395.975,3975.753,7371.728,7020.693
hkg,2019,3418.487,4017.67,7436.157,7082.054
hkg,2020,3439.666,4057.322,7496.988,7139.989
hkg,2021,3458.774,4094.026,7552.8,7193.143
hkg,2022,3476.167,4128.139,7604.306,7242.196
mac,1998,197.062,212.558,409.62,13699.666
mac,1999,200.854,217.534,418.388,13992.91
mac,2000,204.9,222.872,427.772,14306.756
mac,2001,209.259,228.669,437.928,14646.421
mac,2002,213.93,234.883,448.813,15010.468
mac,2003,218.876,241.281,460.157,15389.866
mac,2004,224.048,247.552,471.6,15772.575
mac,2005,229.402,253.461,482.863,16149.264
mac,2006,234.898,258.906,493.804,16515.184
mac,2007,240.53,263.974,504.504,16873.043
mac,2008,246.309,268.923,515.232,17231.839
mac,2009,252.255,274.146,526.401,17605.385
mac,2010,258.323,279.892,538.215,18000.502
mac,2011,264.555,286.278,550.833,18422.508
mac,2012,270.883,293.154,564.037,18864.114
mac,2013,277.154,300.214,577.368,19309.967
mac,2014,283.19,307.02,590.21,19739.465
mac,2015,288.841,313.252,602.093,20136.89
mac,2016,294.035,318.789,612.824,20495.786
mac,2017,298.83,323.748,622.578,20822.007
mac,2018,303.321,328.312,631.633,21124.849
mac,2019,307.706,332.74,640.446,21419.599
mac,2020,312.1,337.242,649.342,21717.124
mac,2021,316.528,341.863,658.391,22019.766
mac,2022,320.962,346.53,667.492,22324.147
col,1998,18820.109,19544.198,38364.307,34.578
col,1999,19123.924,19875.544,38999.468,35.15
col,2000,19427.307,20202.658,39629.965,35.719
col,2001,19730.607,20525.349,40255.956,36.283
col,2002,20032.617,20842.746,40875.363,36.841
col,2003,20330.598,21153.274,41483.872,37.39
col,2004,20620.944,21455.009,42075.953,37.923
col,2005,20901.092,21746.639,42647.731,38.439
col,2006,21171.77,22029.131,43200.901,38.937
col,2007,21434.18,22303.332,43737.512,39.421
col,2008,21687.044,22567.928,44254.972,39.887
col,2009,21928.84,22821.214,44750.054,40.334
col,2010,22159.658,23063.041,45222.699,40.76
col,2011,22374.122,23288.625,45662.747,41.156
col,2012,22575.015,23500.706,46075.721,41.528
col,2013,22780.03,23715.462,46495.492,41.907
col,2014,23013.034,23954.672,46967.706,42.332
col,2015,23288.781,24231.886,47520.667,42.831
col,2016,23618.154,24556.894,48175.048,43.421
col,2017,23990.081,24919.763,48909.844,44.083
col,2018,24370.78,25290.276,49661.056,44.76
col,2019,24713.193,25626.25,50339.443,45.371
col,2020,24984.564,25898.32,50882.884,45.861
col,2021,25171.408,26094.433,51265.841,46.206
col,2022,25286.674,26226.092,51512.766,46.429
com,1998,259.139,256.243,515.382,276.938
com,1999,265.986,262.867,528.853,284.177
com,2000,272.853,269.505,542.358,291.434
com,2001,279.726,276.169,555.895,298.708
com,2002,286.626,282.854,569.48,306.008
com,2003,293.594,289.619,583.213,313.387
com,2004,300.706,296.524,597.23,320.919
com,2005,308.012,303.613,611.625,328.654
com,2006,315.525,310.902,626.427,336.608
com,2007,323.238,318.386,641.624,344.774
com,2008,331.157,326.07,657.227,353.158
com,2009,339.284,333.967,673.251,361.768
com,2010,347.627,342.069,689.696,370.605
com,2011,356.188,350.39,706.578,379.677
com,2012,364.951,358.914,723.865,388.966
com,2013,373.895,367.616,741.511,398.448
com,2014,382.953,376.437,759.39,408.055
com,2015,392.089,385.346,777.435,417.751
com,2016,401.274,394.323,795.597,427.51
com,2017,410.522,403.368,813.89,437.34
com,2018,419.834,412.488,832.322,447.244
com,2019,429.21,421.681,850.891,457.222
com,2020,438.653,430.942,869.595,467.273
com,2021,448.164,440.292,888.456,477.408
com,2022,457.722,449.689,907.411,487.593
cog,1998,1454.488,1497.163,2951.651,8.643
cog,1999,1498.289,1540.143,3038.432,8.897
cog,2000,1543.329,1584.091,3127.42,9.158
cog,2001,1589.295,1628.635,3217.93,9.423
cog,2002,1636.369,1674.007,3310.376,9.694
cog,2003,1685.604,1721.311,3406.915,9.976
cog,2004,1738.399,1772.069,3510.468,10.28
cog,2005,1795.605,1827.17,3622.775,10.608
cog,2006,1857.841,1887.302,3745.143,10.967
cog,2007,1924.393,1951.73,3876.123,11.35
cog,2008,1993.142,2018.345,4011.487,11.747
cog,2009,2061.167,2084.233,4145.4,12.139
cog,2010,2126.41,2147.328,4273.738,12.515
cog,2011,2188.038,2206.804,4394.842,12.869
cog,2012,2246.78,2263.417,4510.197,13.207
cog,2013,2304.083,2318.674,4622.757,13.537
cog,2014,2362.141,2374.824,4736.965,13.871
cog,2015,2422.571,2433.522,4856.093,14.22
cog,2016,2485.795,2495.201,4980.996,14.586
cog,2017,2551.316,2559.385,5110.701,14.965
cog,2018,2618.741,2625.622,5244.363,15.357
cog,2019,2687.358,2693.146,5380.504,15.756
cog,2020,2756.678,2761.414,5518.092,16.158
cog,2021,2826.637,2830.38,5657.017,16.565
cog,2022,2897.504,2900.297,5797.801,16.977
cri,1998,1910.424,1893.469,3803.893,74.498
cri,1999,1950.658,1934.77,3885.428,76.095
cri,2000,1988.647,1973.722,3962.369,77.602
cri,2001,2024.098,2009.976,4034.074,79.007
cri,2002,2057.179,2043.743,4100.922,80.316
cri,2003,2088.445,2075.608,4164.053,81.552
cri,2004,2118.714,2106.442,4225.156,82.749
cri,2005,2148.586,2136.918,4285.504,83.931
cri,2006,2178.234,2167.187,4345.421,85.104
cri,2007,2207.502,2197.124,4404.626,86.264
cri,2008,2236.41,2226.713,4463.123,87.409
cri,2009,2264.849,2255.89,4520.739,88.538
cri,2010,2292.775,2284.596,4577.371,89.647
cri,2011,2320.217,2312.869,4633.086,90.738
cri,2012,2347.235,2340.768,4688.003,91.814
cri,2013,2373.809,2368.302,4742.111,92.873
cri,2014,2399.916,2395.474,4795.39,93.917
cri,2015,2425.53,2422.275,4847.805,94.943
cri,2016,2450.639,2448.697,4899.336,95.953
cri,2017,2475.235,2474.72,4949.955,96.944
cri,2018,2499.229,2500.214,4999.443,97.913
cri,2019,2522.539,2525.022,5047.561,98.855
cri,2020,2545.076,2549.038,5094.114,99.767
cri,2021,2566.834,2572.219,5139.053,100.647
cri,2022,2587.802,2594.55,5182.352,101.495
hrv,1998,2165.915,2325.991,4491.906,80.27
hrv,1999,2146.753,2309.693,4456.446,79.636
hrv,2000,2131.647,2296.428,4428.075,79.129
hrv,2001,2121.324,2286.749,4408.073,78.772
hrv,2002,2115.383,2280.419,4395.802,78.553
hrv,2003,2112.496,2276.413,4388.909,78.429
hrv,2004,2110.636,2273.241,4383.877,78.339
hrv,2005,2108.315,2269.751,4378.066,78.236
hrv,2006,2105.146,2265.636,4370.782,78.105
